Program Name,Program Type,Location,Phone,Email,Website,Languages,Age Groups,Curriculum,Schools Served
The Children's House,Group Daycare (30mths - School Age),6735 Salish Drive,604-269-3302,childcaresup@musqueam.bc.ca,,English; Greek; German,2.5 - 5 yrs,Play Based,
The Children's House (Infant/Toddler),Group Daycare (under 36 mths),6735 Salish Drive,604-269-3302,childcaresup@musqueam.bc.ca,,English; Greek; German,0 - 18 mo; 19 - 36 mo,Play Based,
The Collective Tennyson Childcare Centre (3-5 Program),Group Daycare (30mths - School Age),2650 Maple Street,604-736-3588,amandag@kitshouse.org,,English,2.5 - 5 yrs,,
The Collective Tennyson Childcare Centre (Infant/Toddler),Group Daycare (under 36 mths),2650 Maple Street,604-736-3588,amandag@kitshouse.org,,English,0 - 18 mo; 19 - 36 mo,,
The Echelon Daycare Teachers Association,Group Daycare (30mths - School Age),101 - 575 West 8th Avenue,604-874-4010,EchelonDayCare@hotmail.com,,English; Greek; Italian,2.5 - 5 yrs,ELL Program,
The Growing Grove Childcare,Group Daycare (under 36 mths),3685 Napier Street,672-355-3685,info@thegrowinggrovechildcare.com,http://www.thegrowinggrovechildcare.com/,English,0 - 18 mo; 19 - 36 mo,,
The Montessori Children's Community,Group Daycare (30mths - School Age),4950 Heather Street,604-261-0863,info@mtcbc-ami.org,https://mtcbc-ami.org/,English,2.5 - 5 yrs,Montessori,
The Otta Daycare,Group Daycare (30mths - School Age),1308 West 48th Avenue,778-863-8963,theottadaycare@gmail.com,https://www.theottadaycare.com/,English,2.5 - 5 yrs,,
The Pace Family Program,Preschool (30mths - School Age),1524 West 65th Avenue,604-266-3141,admin@thepaceprogram.ca,https://thepaceprogram.ca/,English,2.5 - 5 yrs,Play Based,
The Van Horne YMCA Kids Club,Group Care School Age,5855 Ontario Street,604-325-0077,ymcakidsclubs@bc.ymca.ca,https://gv.ymca.ca/,English,5 - 12 yrs,,Van Horne
The Warehouse Out of School Care,Group Care School Age,2650 Slocan Street,604-254-2489,info@cityreach.org,https://www.cityreach.org/outofschoolcare,English,5 - 12 yrs,,Secord
Thrive Kids Club VCS,Group Care School Age,3496 Mons Drive,604-838-2430,admin@thrivekidsclub.ca,http://www.thrivekidsclub.ca/,English,5 - 12 yrs,Montessori,Vancouver Christian School
Thunderbird YMCA Kids Club,Group Care School Age,6308 Thunderbird Blvd,604-218-4806,ymcakidsclubs@bc.ymca.ca,https://gv.ymca.ca/,English,5 - 12 yrs,,Norma Rose Point
Tiggy Winkle Corner,Preschool (30mths - School Age),2690 Larch Street,604-257-6993,tiggywi@gmail.com,,English; Greek,2.5 - 5 yrs,Play Based,
Tiny Little Duckies Family Child Care,Licensed Family Child Care,784 East 62nd Avenue,604-327-7827,nayal.kumar@yahoo.com,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Tiny Stars Licensed Family Child Care,Licensed Family Child Care,Unit 419 - 1267 Marinaside Crescent,604-724-6886,olivera.roncevic@novuscom.net,,English; Serbian,0 - 18 mo; 19 - 36 mo,,Elsie Roy
Tiny Teepee Child Care,Registered License-Not-Required Child Care,Keefer Place and Abbott Street,604-338-7976,,,English; Japanese,2.5 - 5 yrs; 19 - 36 mo,,
Tisdall Corner Licensed Family Child Care,Licensed Family Child Care,5831 Tisdall Street,778-839-4163,aki.yasmin97@gmail.com,,English; Japanese,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,Jamieson
Tola Licensed Family Child Care,Licensed Family Child Care,101-1370 Davie Street,778-688-9592,slavicavancouver@yahoo.ca,,English; Serbian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Tomorrow's Topkids MacCorkindale Clubhouse,Group Care School Age,6080 Battison Street,778-858-9660,registration@ttk.org,,English,5 - 12 yrs,,MacCorkindale
Trafalgar Out of School Care,Group Care School Age,4020 Trafalgar Street,604-732-8220,tooscsmanager@live.ca,,English,5 - 12 yrs,,Trafalger
Trimble Group Child Care (School Age),Group Care School Age,2000 Trimble Street,604-224-1131,trimbleafterschoolcare@gmail.com,,English; Mandarin; French,5 - 12 yrs,,Our Lady of Perpetual Help; Queen Mary
Trinity Baptist Church Day Care,Group Daycare (30mths - School Age),1460 West 49th Avenue,604-264-1192,office@tbcvancouver.ca,,English; Tagalog; Mandarin,2.5 - 5 yrs,Play Based,
Trout Lake Community Centre Preschool,Preschool (30mths - School Age),3360 Victoria Drive,604-257-6974,sunny.abebe@vancouver.ca,,English; Tagalog; Mandarin; French; Cantonese; German,2.5 - 5 yrs,Play Based,
Tweety Blue Bird II,Group Daycare (30mths - School Age),425 East 56th Avenue,778-855-9546,tweetybluebirdmain@gmail.com,,English,2.5 - 5 yrs,,
Tweety Blue Bird lll,In-Home Multi-Age Child Care,956 East 54th Avenue,604-566-5958,tweetybluebirdmain@gmail.com,https://www.jerichoearlylearning.com/,English,5 - 12 yrs; 2.5 - 5 yrs,,
Tweety Blue Bird Multi-Age Child Care,Multi-Age Child Care,3624 West 3rd Avenue,604-566-5958,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Twinkle Day Care Licensed Family Child Care,Licensed Family Child Care,417 - 1267 Marinaside Crescent,778-317-7482,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Twinkle Star In-Home Multi Age Child Care,In-Home Multi-Age Child Care,3676 McGill Street,604-255-8495,firdausara_begum@live.com,,English; Bengali,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Twins Fun Time Licensed Family Child Care,Licensed Family Child Care,4774 Joyce Street,604-446-3533,mmarilyn67@hotmail.com,,English; Tagalog,5 - 12 yrs,,St. Mary's
Two Plus Mine Child Care,Registered License-Not-Required Child Care,Knight Street and East 45th Avenue,236-558-9010,,,English; Spanish,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Two's Time Occasional Care (Part-time Program),Occasional Child Care,870 Denman Street,604-257-8464,christina.tucker@vancouver.ca,,English,19 - 36 mo,,
Tyee Out of School Care,Group Care School Age,3525 Dumfries Street,604-875-0293,kcooper@cedarcottage.org,,English,5 - 12 yrs,,Tyee
Uday In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,1165 E 54th Ave,236-688-9778,ashumanu249@gmail.com,,English,2.5 - 5 yrs,,Moberley
Ukkina Licensed Family Child Care,Licensed Family Child Care,1749 Frances Street,604-605-1269,eastvanchildop@gmail.com,,English; Japanese; Spanish; German,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Unicorn Parade Licensed Family Child Care,Licensed Family Child Care,2 - 1154 Comox Street,604-353-1767,,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Union Gospel Mission - Eastsiders Out of School Care,Group Care School Age,616 East Cordova Street,604-253-4044,eastsidersteam@ugm.ca,,English,5 - 12 yrs,,Strathcona
Union Gospel Mission Child Care Centre,Group Daycare (30mths - School Age),616 East Cordova Street,604-230-2019,jyu@ugm.ca,,English,2.5 - 5 yrs,,
Universe In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,3309 East 8th Avenue,604-559-2523,montessorireggio@gmail.com,,English,5 - 12 yrs; 2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,Thunderbird
University Hill Kinderclub (Preschool),Preschool (30mths - School Age),5395 Chancellor Boulevard,604-222-0700,uhillkinderclub@yahoo.ca,,English,2.5 - 5 yrs,,
University Hill Preschool,Preschool (30mths - School Age),5210 University Boulevard,604-228-8610,universityhillpreschool@gmail.com,http://www.universityhillpreschool.com/,English; Urdu; Farsi; Hindi; French,2.5 - 5 yrs,Reggio Inspired,
University-Hill Kinderclub (School Age Care on School Grounds),Group Care School Age,5395 Chancellor Boulevard,604-222-0700,uhillkinderclub@yahoo.ca,,English; French; Tamil; Portugese,5 - 12 yrs,Play Based,University Hill
Vancouver Child Study Centre,Group Daycare (30mths - School Age),949 West 49th Avenue,604-222-1943,VCSCentre@gmail.com,https://www.vancouverchildstudycentre.ca/,English,2.5 - 5 yrs,,
Vancouver Hebrew Academy,Group Care School Age,1535 West 62nd Avenue,604-266-1245,info@vhebrewacademy.com,http://www.vhebrewacademy.com/,English,5 - 12 yrs,,
Vancouver Hebrew Academy Preschool,Group Daycare (30mths - School Age),1545 West 62nd Ave,604-266-1245,vha@vhebrewacademy.com,https://vhebrewacademy.com/about-vha/,English,2.5 - 5 yrs,,
Vancouver Montessori Preschool,Preschool (30mths - School Age),8650 Barnard Street,604-261-0315,vancouvermontessorischool@telus.net,,English; Spanish; Mandarin; French,2.5 - 5 yrs,Montessori,
Weir YMCA Kids Club,Group Care School Age,2900 East 44th Avenue,604-306-6951,ymcakidsclubs@bc.ymca.ca,https://www.gv.ymca.ca/,English,5 - 12 yrs,,Weir
Wesbrook Preschool,Preschool (30mths - School Age),4405 West 8th Avenue,604-224-3112,info@wesbrookpreschool.com,http://www.wesbrookpreschool.com/,English; Serbo-Croatian,2.5 - 5 yrs,Play Based,
Wesbrook YMCA Kids Club,Group Care School Age,3335 Webber Lane,604-218-5754,ymcakidsclubs@bc.ymca.ca,http://gv.ymca.ca/,English,5 - 12 yrs,,Norma Rose Point
West End Kids Care,Group Care School Age,870 Denman Street,604-257-8321,christina.tucker@vancouver.ca,,English,5 - 12 yrs,,Roberts Annex; Roberts
West Point Grey Academy Group Child Care,Group Daycare (30mths - School Age),4125 West 8th Avenue,604-222-8750 105,info@wpga.ca,http://www.wpga.ca/,English; Spanish; Mandarin; French,2.5 - 5 yrs,Play Based,
West Point Grey Academy School Age Care (School Age Care on School Grounds),Group Care School Age,4125 West 8th Avenue,604-222-8750,info@wpga.ca,http://www.wpga.ca/,English,5 - 12 yrs,,West Point Grey Academy
West Point Grey Community Centre,Preschool (30mths - School Age),4397 West 2nd Avenue,604-257-8140,andrea.mah@vancouver.ca,,English,2.5 - 5 yrs,,
West Point Grey Under Three Day Care,Group Daycare (under 36 mths),1708 West 16th Avenue,604-568-9002,westpointgreydaycare@yahoo.com,,English,19 - 36 mo,Reggio Inspired,
Westbridge Montessori Academy Ltd.,Group Daycare (30mths - School Age),2490 West 37th Avenue,778-887-1061,,,English,2.5 - 5 yrs,Montessori,
Westgate Montessori School Ltd.,Preschool (30mths - School Age),3489 West 31st Avenue,604-221-9300,info@westgatemontessori.com,http://www.westgatemontessori.com/,English,2.5 - 5 yrs,Montessori,
Westside Montessori Academy,Group Daycare (30mths - School Age),668 East 20 Avenue,604-434-9611,info@westsidemontessoriacademy.ca,https://www.westsidemontessoriacademy.ca/,English,2.5 - 5 yrs,Montessori,
Westside Montessori School (2011) Ltd.,Group Daycare (30mths - School Age),4157 Oak Street,604-731-6594,staff@westsidemontessori.ca,,English; French,2.5 - 5 yrs,Montessori,
Willowbrae Academy River District (Infant/Toddler),Group Daycare (under 36 mths),200 & 300-8543 River District Crossing,672-971-9010,riverdistrictvan@willowbraechildcare.com,http://www.willowbraechildcare.com/,English,0 - 18 mo; 19 - 36 mo,,
Willowbrae Academy River District Young Scholars 1,Group Daycare (30mths - School Age),200 & 300-8543 River District Crossing,672-971-9010,riverdistrictvan@willowbraechildcare.com,http://www.willowbraechildcare.com/,English,2.5 - 5 yrs,,
Willowbrae Academy River District Young Scholars 2,Group Daycare (30mths - School Age),200 & 300-8543 River District Corssing,672-971-9010,riverdistrictvan@willowbraechildcare.com,https://www.willowbraechildcareriverdistrictvan.com/,English,2.5 - 5 yrs,,
Wind and Tide Child Development Centre - Broadway,Group Daycare (30mths - School Age),2700 East Broadway,604-255-8018,admin@windandtide.com,http://www.windandtide.com/,English,2.5 - 5 yrs,,
Wurzelkinder Licensed Family Child Care,Licensed Family Child Care,7042 Nanaimo Street,604-325-2230,manuelapatzel@gmail.com,,English; German,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Xland Montessori Learning Center,Group Daycare (30mths - School Age),4492 Arbutus Street,778-869-8583,xlandmontessori@gmail.com,,English,2.5 - 5 yrs,Montessori,
Yaletown Play to Learn Licensed Family Child Care,Licensed Family Child Care,#412-1267 Marinaside Crescent,604-805-3825,magdanikolic032@yahoo.ca,,English; Serbian,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
Young Stars In-Home Multi-Age Child Care,In-Home Multi-Age Child Care,5839 Montgomery Street,604-889-0795,diptipatel19@gmail.com,,English; Punjabi; Hindi,5 - 12 yrs; 2.5 - 5 yrs; 19 - 36 mo,,
YWCA Crabtree Corner Early Learning And Care Centre (3-5 GDC),Group Daycare (30mths - School Age),533 East Hastings Street,604-216-1655,mikeda@ywcavan.org,http://www.ywcavan.org/,English,2.5 - 5 yrs,,
YWCA Crabtree Corner Early Learning And Care Centre (Infant/Toddler),Group Daycare (under 36 mths),533 East Hastings Street,604-216-1655,mikeda@ywcavan.org,http://www.ywcavan.org/,English; Spanish; Polish,0 - 18 mo; 19 - 36 mo,,
Zina's Child Care,Registered License-Not-Required Child Care,SW Marine Drive and Avery Avenue,778-238-2761,,,English,2.5 - 5 yrs; 0 - 18 mo; 19 - 36 mo,,
